id,title,author,text,label,verdict
4367,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4368,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4369,Clinton Foundation Exposed in Leaked Documents,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4370,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4371,Shocking Truth About Vaccines Finally Revealed,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4372,Global Markets Rally Ahead of Fed Meeting,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4373,NASA Launches New Mars Rover,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4374,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4375,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4376,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4377,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4378,Breakthrough in Cancer Research Announced,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4379,Hillary Clinton Adopts Alien Baby,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4380,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4381,UN Holds Emergency Meeting on Climate Change,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4382,Shocking Truth About Vaccines Finally Revealed,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4383,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4384,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4385,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4386,Global Markets Rally Ahead of Fed Meeting,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4387,Hillary Clinton Adopts Alien Baby,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4388,Breakthrough in Cancer Research Announced,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4389,Elections 2024: What the Polls Say,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4390,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4391,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4392,Shocking Truth About Vaccines Finally Revealed,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4393,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4394,Hillary Clinton Adopts Alien Baby,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4395,Shocking Truth About Vaccines Finally Revealed,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4396,Global Markets Rally Ahead of Fed Meeting,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4397,Global Markets Rally Ahead of Fed Meeting,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4398,Hillary Clinton Adopts Alien Baby,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4399,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4400,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4401,Shocking Truth About Vaccines Finally Revealed,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4402,NASA Launches New Mars Rover,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4403,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4404,UN Holds Emergency Meeting on Climate Change,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4405,UN Holds Emergency Meeting on Climate Change,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4406,Hillary Clinton Adopts Alien Baby,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4407,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4408,NASA Launches New Mars Rover,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4409,NASA Launches New Mars Rover,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4410,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4411,Clinton Foundation Exposed in Leaked Documents,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4412,Elections 2024: What the Polls Say,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4413,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4414,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4415,Clinton Foundation Exposed in Leaked Documents,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4416,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4417,NASA Launches New Mars Rover,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4418,Elections 2024: What the Polls Say,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4419,Elections 2024: What the Polls Say,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4420,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4421,UN Holds Emergency Meeting on Climate Change,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4422,UN Holds Emergency Meeting on Climate Change,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4423,Elections 2024: What the Polls Say,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4424,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4425,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4426,Hillary Clinton Adopts Alien Baby,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4427,Elections 2024: What the Polls Say,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4428,Elections 2024: What the Polls Say,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4429,NASA Launches New Mars Rover,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4430,Global Markets Rally Ahead of Fed Meeting,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4431,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4432,Global Markets Rally Ahead of Fed Meeting,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4433,Hillary Clinton Adopts Alien Baby,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4434,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4435,Breakthrough in Cancer Research Announced,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4436,UN Holds Emergency Meeting on Climate Change,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4437,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4438,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4439,Global Markets Rally Ahead of Fed Meeting,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4440,Clinton Foundation Exposed in Leaked Documents,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4441,Elections 2024: What the Polls Say,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4442,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4443,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4444,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4445,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4446,Shocking Truth About Vaccines Finally Revealed,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4447,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4448,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4449,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4450,Shocking Truth About Vaccines Finally Revealed,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4451,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4452,Clinton Foundation Exposed in Leaked Documents,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4453,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4454,NASA Launches New Mars Rover,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4455,Clinton Foundation Exposed in Leaked Documents,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4456,Global Markets Rally Ahead of Fed Meeting,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4457,Global Markets Rally Ahead of Fed Meeting,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4458,Elections 2024: What the Polls Say,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4459,NASA Launches New Mars Rover,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4460,Elections 2024: What the Polls Say,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4461,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4462,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4463,Clinton Foundation Exposed in Leaked Documents,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4464,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4465,Elections 2024: What the Polls Say,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4466,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
4467,Elections 2024: What the Polls Say,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4468,NASA Launches New Mars Rover,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4469,Elections 2024: What the Polls Say,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4470,Breakthrough in Cancer Research Announced,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4471,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
4472,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4473,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4474,Shocking Truth About Vaccines Finally Revealed,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4475,Breakthrough in Cancer Research Announced,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4476,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4477,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4478,Clinton Foundation Exposed in Leaked Documents,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4479,Clinton Foundation Exposed in Leaked Documents,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4480,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4481,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4482,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4483,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4484,Breakthrough in Cancer Research Announced,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4485,Global Markets Rally Ahead of Fed Meeting,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4486,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4487,Clinton Foundation Exposed in Leaked Documents,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4488,Shocking Truth About Vaccines Finally Revealed,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4489,Breakthrough in Cancer Research Announced,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4490,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4491,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4492,Breakthrough in Cancer Research Announced,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4493,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4494,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4495,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4496,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4497,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4498,NASA Launches New Mars Rover,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4499,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4500,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4501,UN Holds Emergency Meeting on Climate Change,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4502,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4503,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4504,UN Holds Emergency Meeting on Climate Change,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4505,UN Holds Emergency Meeting on Climate Change,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4506,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4507,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4508,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4509,UN Holds Emergency Meeting on Climate Change,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4510,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4511,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4512,Global Markets Rally Ahead of Fed Meeting,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4513,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4514,Shocking Truth About Vaccines Finally Revealed,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4515,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4516,Clinton Foundation Exposed in Leaked Documents,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4517,UN Holds Emergency Meeting on Climate Change,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4518,Breakthrough in Cancer Research Announced,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4519,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4520,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4521,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4522,Global Markets Rally Ahead of Fed Meeting,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4523,Elections 2024: What the Polls Say,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4524,Global Markets Rally Ahead of Fed Meeting,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4525,NASA Launches New Mars Rover,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4526,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4527,NASA Launches New Mars Rover,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4528,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4529,NASA Launches New Mars Rover,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4530,Clinton Foundation Exposed in Leaked Documents,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4531,UN Holds Emergency Meeting on Climate Change,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4532,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4533,Global Markets Rally Ahead of Fed Meeting,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4534,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4535,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4536,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4537,Elections 2024: What the Polls Say,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4538,Breakthrough in Cancer Research Announced,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4539,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4540,Hillary Clinton Adopts Alien Baby,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4541,Hillary Clinton Adopts Alien Baby,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4542,Hillary Clinton Adopts Alien Baby,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4543,NASA Launches New Mars Rover,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4544,Hillary Clinton Adopts Alien Baby,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4545,Shocking Truth About Vaccines Finally Revealed,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4546,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4547,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4548,Clinton Foundation Exposed in Leaked Documents,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4549,Hillary Clinton Adopts Alien Baby,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4550,Clinton Foundation Exposed in Leaked Documents,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4551,NASA Launches New Mars Rover,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4552,Breakthrough in Cancer Research Announced,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4553,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4554,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4555,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4556,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4557,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4558,Global Markets Rally Ahead of Fed Meeting,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4559,Shocking Truth About Vaccines Finally Revealed,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4560,Elections 2024: What the Polls Say,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4561,Hillary Clinton Adopts Alien Baby,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4562,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4563,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4564,Breakthrough in Cancer Research Announced,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4565,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4566,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4567,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4568,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4569,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4570,Elections 2024: What the Polls Say,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4571,Elections 2024: What the Polls Say,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4572,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4573,Hillary Clinton Adopts Alien Baby,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4574,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4575,Breakthrough in Cancer Research Announced,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4576,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4577,Breakthrough in Cancer Research Announced,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4578,Elections 2024: What the Polls Say,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4579,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4580,UN Holds Emergency Meeting on Climate Change,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4581,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4582,Elections 2024: What the Polls Say,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4583,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4584,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4585,Shocking Truth About Vaccines Finally Revealed,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4586,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4587,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4588,Elections 2024: What the Polls Say,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4589,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4590,Breakthrough in Cancer Research Announced,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4591,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4592,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4593,Hillary Clinton Adopts Alien Baby,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4594,Global Markets Rally Ahead of Fed Meeting,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
